Community_Name,Country,Crop_Type,Farm_Size,Tech_Adoption_Index,Drone_Usage,Mobile_Tech,Annual_Yield,Fertilizer_Type,Irrigation,Weather_Station,Annual_Rainfall
River Cultivators Club,South Africa,Sorghum,10.34,34,No,None,714.91,Organic,Drip,No,563.02
Meadow Growers Coalition,Nigeria,Maize,53.34,35,No,None,266.22,Inorganic,None,Yes,574.57
Golden Agricultural Association,Tanzania,Maize,29.84,37,No,SMS,377.44,None,None,Yes,1006.87
Sunrise Agri Society,Nigeria,Sorghum,97.29,38,Yes,None,538.16,Inorganic,Sprinkler,Yes,1002.65
Sunrise Agri Society,Kenya,Sorghum,85.85,24,No,None,646.53,Organic,None,Yes,448.15
Harvest Cultivators Club,Ghana,Barley,73.59,63,Yes,None,933.81,Inorganic,None,No,658.0
River Agricultural Association,South Africa,Sorghum,93.44,12,No,Mobile Apps,445.56,Organic,None,No,718.83
Green Agri Society,Kenya,Barley,35.34,67,No,None,732.76,Organic,Drip,Yes,1063.23
Savannah Agri Society,Ghana,Rice,90.19,69,Yes,SMS,964.91,None,Drip,Yes,737.49
River Farmers Group,Tanzania,Rice,33.2,74,No,SMS,237.14,Organic,Sprinkler,Yes,1140.74
Sunrise Agri Society,Tanzania,Sorghum,73.55,0,Yes,SMS,876.44,Inorganic,Sprinkler,No,1197.29
Valley Farmers Union,Tanzania,Maize,73.91,71,No,None,478.64,None,Sprinkler,Yes,1024.58
Mountain Growers Coalition,Nigeria,Wheat,2.82,53,Yes,Mobile Apps,759.18,None,None,No,933.11
River Cultivators Club,Tanzania,Maize,36.74,97,Yes,None,364.18,Inorganic,None,No,713.52
River Farmers Union,Tanzania,Sorghum,2.92,8,No,SMS,400.59,Inorganic,Drip,Yes,453.63
River Agricultural Association,Nigeria,Barley,99.71,35,Yes,Mobile Apps,124.42,None,None,Yes,858.51
Meadow Agri Society,Ghana,Maize,13.1,36,Yes,Mobile Apps,974.26,Organic,None,Yes,689.36
Harvest Farmers Union,Kenya,Rice,54.74,58,No,None,832.11,None,Drip,No,680.72
River Agricultural Association,South Africa,Sorghum,79.27,20,No,SMS,184.53,None,Sprinkler,Yes,950.17
Valley Farmers Union,Tanzania,Maize,20.93,19,No,None,999.56,None,None,Yes,770.91
Golden Farmers Group,Tanzania,Maize,49.02,0,Yes,SMS,644.52,Organic,Drip,No,1001.68
Savannah Cultivators Club,Tanzania,Barley,61.14,98,Yes,Mobile Apps,868.36,Inorganic,Drip,No,718.54
Golden Farmers Group,Nigeria,Barley,16.86,58,Yes,None,159.99,Inorganic,Sprinkler,No,520.69
River Growers Coalition,Nigeria,Barley,78.08,27,No,Mobile Apps,450.51,Inorganic,Drip,Yes,769.08
Harvest Growers Coalition,Nigeria,Wheat,30.63,70,No,SMS,702.69,Organic,Sprinkler,No,1160.81
Meadow Farmers Union,South Africa,Sorghum,21.89,55,Yes,Mobile Apps,195.79,Organic,Sprinkler,No,1041.22
Mountain Agricultural Association,Kenya,Sorghum,56.27,8,No,Mobile Apps,540.01,Inorganic,Sprinkler,No,564.6
Prairie Growers Coalition,Tanzania,Rice,41.62,64,No,Mobile Apps,498.41,Inorganic,Sprinkler,No,713.04
Valley Cultivators Club,Ghana,Rice,92.11,35,No,None,294.44,Inorganic,Sprinkler,No,1142.23
Mountain Cultivators Club,Tanzania,Sorghum,88.13,97,No,SMS,370.24,Inorganic,Drip,Yes,498.96
Valley Agri Society,Tanzania,Maize,48.85,33,No,Mobile Apps,970.41,Organic,None,No,603.16
Green Agricultural Association,Tanzania,Sorghum,36.57,80,Yes,Mobile Apps,359.78,Inorganic,Sprinkler,No,609.78
Meadow Agri Society,Tanzania,Wheat,33.23,31,Yes,Mobile Apps,292.08,None,Sprinkler,No,856.75
Sunrise Farmers Union,Kenya,Rice,27.49,65,No,Mobile Apps,582.59,Inorganic,None,Yes,728.59
Mountain Agri Society,Ghana,Rice,54.91,99,No,SMS,703.86,Organic,None,Yes,463.9
Mountain Agri Society,Nigeria,Rice,80.69,24,Yes,SMS,752.58,None,Sprinkler,No,903.35
Valley Growers Coalition,Ghana,Sorghum,31.76,50,Yes,None,778.82,None,None,No,479.26
Green Agri Society,Tanzania,Rice,19.82,62,Yes,SMS,133.15,None,Sprinkler,No,885.13
Meadow Farmers Union,Ghana,Rice,48.07,89,Yes,SMS,454.38,Organic,Drip,No,805.61
Valley Agricultural Association,Tanzania,Sorghum,7.83,44,Yes,Mobile Apps,796.56,Inorganic,None,Yes,794.93
Valley Growers Coalition,Ghana,Maize,70.43,25,No,None,914.37,Organic,None,Yes,454.0
Green Farmers Union,South Africa,Rice,52.32,20,Yes,None,641.98,Organic,Drip,Yes,911.38
Valley Farmers Union,Ghana,Rice,50.14,81,Yes,Mobile Apps,147.08,None,None,No,745.06
River Growers Coalition,Nigeria,Rice,30.74,92,Yes,None,456.98,None,Drip,No,728.88
Meadow Cultivators Club,Nigeria,Wheat,90.56,50,Yes,SMS,166.8,Organic,Sprinkler,Yes,877.16
River Growers Coalition,Ghana,Sorghum,9.96,23,No,None,773.68,None,None,Yes,885.0
Harvest Agri Society,Ghana,Rice,87.11,91,No,Mobile Apps,157.15,Organic,None,No,412.03
Harvest Farmers Union,Kenya,Wheat,38.29,11,Yes,None,267.16,None,Drip,Yes,500.18
Mountain Farmers Union,Ghana,Maize,88.18,10,Yes,None,475.26,Inorganic,Sprinkler,Yes,589.21
Valley Cultivators Club,Nigeria,Maize,73.15,26,No,None,516.38,Inorganic,Sprinkler,Yes,942.38
Golden Farmers Union,South Africa,Wheat,11.31,22,Yes,Mobile Apps,465.83,Inorganic,Drip,Yes,861.39
Green Farmers Group,Nigeria,Maize,83.32,32,Yes,SMS,517.06,None,None,Yes,1006.1
Savannah Farmers Group,Kenya,Barley,68.54,79,No,None,741.92,None,None,No,992.49
Prairie Cultivators Club,Ghana,Maize,4.2,91,No,SMS,432.34,Inorganic,Drip,No,1082.55
River Farmers Union,South Africa,Barley,14.24,91,Yes,SMS,592.98,Organic,Drip,No,701.45
Harvest Cultivators Club,Nigeria,Wheat,63.93,37,Yes,SMS,373.03,Organic,Drip,No,676.05
River Cultivators Club,South Africa,Barley,66.6,54,No,None,418.26,Inorganic,None,Yes,1064.81
Golden Farmers Group,Tanzania,Maize,74.92,69,No,SMS,652.42,None,Drip,No,590.08
River Farmers Group,Nigeria,Rice,72.3,41,No,None,541.45,Organic,Sprinkler,Yes,768.94
Savannah Growers Coalition,Tanzania,Barley,66.29,28,Yes,None,750.73,Organic,Drip,Yes,555.46
Golden Farmers Union,South Africa,Maize,76.86,33,Yes,None,604.48,Organic,Sprinkler,No,1131.07
Sunrise Cultivators Club,Ghana,Rice,57.93,56,Yes,SMS,823.22,None,Sprinkler,No,726.24
Sunrise Agricultural Association,Ghana,Wheat,26.82,2,No,None,499.07,Organic,Drip,No,569.99
Prairie Cultivators Club,Ghana,Wheat,91.33,5,Yes,Mobile Apps,541.93,Organic,Sprinkler,No,953.61
Harvest Agricultural Association,Tanzania,Sorghum,2.8,47,No,Mobile Apps,702.97,Inorganic,None,Yes,595.72
Mountain Farmers Group,Ghana,Wheat,37.29,63,Yes,Mobile Apps,299.12,None,Drip,Yes,1154.8
Mountain Cultivators Club,Kenya,Sorghum,73.16,12,No,None,447.34,Inorganic,None,Yes,694.09
Meadow Growers Coalition,Nigeria,Wheat,43.29,35,Yes,Mobile Apps,662.36,Organic,None,No,931.71
Green Agri Society,Nigeria,Wheat,3.46,78,No,None,125.99,None,Sprinkler,No,676.2
Valley Growers Coalition,South Africa,Wheat,7.53,69,No,None,493.27,None,None,Yes,1045.8
Sunrise Cultivators Club,Tanzania,Sorghum,65.22,32,No,None,638.96,Inorganic,None,Yes,1117.54
River Farmers Union,Nigeria,Sorghum,96.52,75,No,SMS,970.64,Inorganic,Drip,No,1030.33
Savannah Farmers Group,Tanzania,Barley,55.63,56,Yes,Mobile Apps,889.31,None,Drip,No,1078.8
Valley Agri Society,South Africa,Maize,51.17,54,No,None,352.67,None,None,Yes,481.5
Golden Agricultural Association,Ghana,Maize,32.51,12,Yes,Mobile Apps,556.49,Inorganic,Sprinkler,Yes,1139.25
Harvest Farmers Group,South Africa,Maize,26.41,96,Yes,Mobile Apps,150.77,Organic,Sprinkler,Yes,899.44
Meadow Farmers Group,Kenya,Wheat,3.08,50,No,SMS,316.68,None,Drip,No,1095.37
Valley Agri Society,Ghana,Maize,28.02,91,No,Mobile Apps,797.37,Organic,Drip,Yes,947.55
Valley Farmers Group,Ghana,Sorghum,45.46,52,Yes,None,210.98,Inorganic,Drip,Yes,561.48
River Growers Coalition,Ghana,Barley,20.6,35,Yes,None,331.92,None,Sprinkler,No,887.64
Green Farmers Union,South Africa,Rice,9.65,4,Yes,Mobile Apps,949.64,Inorganic,Drip,Yes,472.76
River Agri Society,Kenya,Barley,72.06,24,Yes,Mobile Apps,841.47,None,None,Yes,956.58
Savannah Farmers Group,Tanzania,Maize,89.57,80,Yes,SMS,803.64,None,Sprinkler,Yes,727.2
Green Agri Society,South Africa,Maize,93.74,36,Yes,None,878.1,Inorganic,None,No,521.39
Savannah Agricultural Association,Nigeria,Sorghum,62.18,18,Yes,Mobile Apps,774.65,Inorganic,Drip,No,1183.38
River Growers Coalition,Nigeria,Barley,6.22,34,No,Mobile Apps,208.53,Organic,Sprinkler,Yes,1120.87
Harvest Agricultural Association,South Africa,Sorghum,74.35,33,Yes,None,564.91,Inorganic,Drip,No,1114.83
Valley Farmers Union,Tanzania,Sorghum,11.9,53,Yes,Mobile Apps,499.82,Inorganic,Sprinkler,Yes,1031.06
Sunrise Agricultural Association,Nigeria,Rice,67.31,45,No,SMS,380.04,Organic,Drip,Yes,953.58
Harvest Growers Coalition,Tanzania,Sorghum,78.16,5,Yes,Mobile Apps,850.64,Inorganic,Sprinkler,No,924.06
Valley Cultivators Club,Ghana,Sorghum,72.86,82,Yes,Mobile Apps,517.73,Organic,Sprinkler,Yes,484.88
River Farmers Union,South Africa,Rice,95.24,0,No,SMS,154.27,Organic,Sprinkler,No,1120.45
Harvest Farmers Union,Ghana,Wheat,74.08,70,Yes,SMS,347.47,Inorganic,None,No,1104.9
Green Agri Society,Nigeria,Wheat,69.63,33,Yes,SMS,305.76,Organic,Drip,Yes,998.28
Prairie Growers Coalition,Tanzania,Rice,26.91,55,No,None,898.73,Organic,Drip,Yes,1141.85
Sunrise Growers Coalition,Ghana,Sorghum,92.55,82,No,Mobile Apps,682.69,Organic,Sprinkler,No,842.47
Meadow Farmers Union,Nigeria,Maize,18.77,96,Yes,Mobile Apps,604.34,Inorganic,None,No,758.11
Golden Farmers Union,Kenya,Barley,90.58,25,No,SMS,555.98,Inorganic,Sprinkler,Yes,1174.36
Golden Growers Coalition,Ghana,Maize,31.95,41,No,None,685.1,Organic,Drip,No,771.3
Prairie Agri Society,Kenya,Maize,13.89,90,Yes,SMS,779.39,Inorganic,Drip,Yes,913.06
Harvest Agricultural Association,Kenya,Sorghum,82.84,37,No,Mobile Apps,598.95,None,Sprinkler,Yes,698.45
Golden Agri Society,Nigeria,Barley,1.25,25,No,None,944.46,Organic,Sprinkler,No,909.06
Green Agricultural Association,South Africa,Barley,83.38,98,Yes,None,979.15,None,Sprinkler,Yes,976.08
Harvest Cultivators Club,Tanzania,Wheat,26.97,58,Yes,Mobile Apps,995.81,Inorganic,Drip,No,899.72
River Farmers Union,Nigeria,Rice,88.59,83,No,None,702.45,None,Sprinkler,Yes,811.65
Prairie Cultivators Club,Ghana,Sorghum,69.46,23,No,None,939.36,Inorganic,Sprinkler,Yes,640.09
Golden Growers Coalition,Tanzania,Barley,66.95,20,Yes,SMS,464.03,Inorganic,Drip,Yes,915.08
Golden Farmers Group,South Africa,Sorghum,37.17,59,Yes,None,873.63,Organic,Sprinkler,Yes,1126.74
Savannah Agri Society,Nigeria,Wheat,6.88,89,No,SMS,918.26,None,None,Yes,405.53
Harvest Cultivators Club,South Africa,Maize,83.18,19,Yes,None,913.73,Organic,Drip,Yes,507.14
Valley Farmers Union,Ghana,Barley,17.92,5,Yes,SMS,847.76,None,Sprinkler,No,495.82
Valley Cultivators Club,Nigeria,Wheat,37.85,66,No,SMS,465.94,Inorganic,Sprinkler,No,1138.56
Golden Agri Society,Ghana,Sorghum,60.44,9,No,None,243.02,Inorganic,Drip,Yes,930.2
Harvest Growers Coalition,Tanzania,Wheat,48.74,11,Yes,SMS,400.56,Organic,Drip,No,1161.43
Sunrise Growers Coalition,Tanzania,Wheat,20.67,96,Yes,Mobile Apps,790.56,None,None,No,866.25
Sunrise Agri Society,South Africa,Wheat,14.92,21,No,Mobile Apps,309.6,None,Sprinkler,No,769.39
River Agricultural Association,South Africa,Wheat,13.2,61,Yes,None,530.44,Inorganic,Sprinkler,No,1033.87
Sunrise Growers Coalition,Tanzania,Wheat,86.44,60,No,None,608.86,Organic,Sprinkler,No,528.75
Savannah Growers Coalition,Kenya,Wheat,4.12,79,Yes,None,643.47,Inorganic,Drip,Yes,705.07
Meadow Farmers Group,Tanzania,Rice,97.72,16,Yes,Mobile Apps,942.15,Inorganic,Drip,Yes,773.02
Mountain Agri Society,Nigeria,Sorghum,20.65,9,Yes,None,695.34,Organic,Drip,Yes,638.77
Meadow Cultivators Club,Ghana,Maize,11.92,11,No,None,807.67,None,Sprinkler,Yes,697.03
Harvest Farmers Union,Tanzania,Sorghum,58.12,82,No,SMS,623.69,None,Sprinkler,Yes,462.48
Meadow Agricultural Association,Tanzania,Barley,8.92,39,Yes,None,850.22,Inorganic,Drip,No,558.39
River Agri Society,Ghana,Barley,60.64,22,Yes,Mobile Apps,337.3,None,None,No,668.4
Mountain Agricultural Association,Ghana,Sorghum,85.21,39,No,Mobile Apps,288.89,Organic,Sprinkler,Yes,1036.71
Prairie Agricultural Association,Nigeria,Wheat,5.74,73,No,None,933.69,None,None,Yes,546.0
Sunrise Farmers Group,Ghana,Rice,80.19,73,Yes,Mobile Apps,724.13,None,Drip,No,677.31
Green Farmers Union,South Africa,Maize,40.05,49,No,SMS,704.37,Inorganic,Sprinkler,Yes,451.94
Sunrise Cultivators Club,Tanzania,Wheat,16.79,9,No,SMS,520.57,None,None,Yes,845.68
Meadow Agri Society,Ghana,Sorghum,18.43,93,Yes,None,439.03,Organic,Sprinkler,No,889.0
Golden Growers Coalition,Nigeria,Sorghum,91.96,3,Yes,None,600.12,Inorganic,None,Yes,1092.41
Savannah Farmers Union,Ghana,Rice,11.95,0,No,SMS,208.51,Organic,Sprinkler,Yes,1055.29
Harvest Agri Society,Tanzania,Rice,86.81,42,No,SMS,509.24,None,None,Yes,628.3
Harvest Farmers Union,Kenya,Sorghum,54.88,82,Yes,None,509.83,None,None,Yes,509.56
Savannah Farmers Group,Ghana,Wheat,4.87,4,No,Mobile Apps,584.5,Inorganic,Drip,Yes,524.87
River Agricultural Association,South Africa,Wheat,46.98,93,Yes,None,671.22,Organic,Drip,No,1175.17
Valley Agricultural Association,Tanzania,Wheat,81.93,89,Yes,None,961.59,None,None,Yes,938.58
Meadow Cultivators Club,Nigeria,Maize,72.89,33,No,None,686.95,None,Sprinkler,Yes,434.06
River Farmers Group,Tanzania,Maize,49.39,65,Yes,None,895.35,Inorganic,None,No,509.42
Meadow Farmers Group,Kenya,Wheat,86.14,23,Yes,None,600.67,None,Sprinkler,Yes,788.64
Harvest Cultivators Club,Nigeria,Sorghum,12.92,13,Yes,None,664.24,None,Sprinkler,Yes,566.26
Valley Agricultural Association,Kenya,Rice,91.08,40,Yes,None,162.85,None,Sprinkler,No,1042.93
Golden Agricultural Association,Kenya,Barley,84.8,41,Yes,Mobile Apps,219.94,Organic,Sprinkler,No,858.57
River Agri Society,South Africa,Rice,71.12,12,No,None,621.7,Organic,Drip,No,890.11
Savannah Agricultural Association,Ghana,Rice,81.97,28,Yes,SMS,456.14,Organic,None,No,770.26
Green Farmers Union,South Africa,Barley,54.84,64,Yes,None,818.93,None,Sprinkler,No,604.85
Mountain Agri Society,South Africa,Wheat,67.84,45,Yes,Mobile Apps,588.86,Inorganic,Drip,Yes,871.52
Prairie Agri Society,South Africa,Rice,56.5,33,No,SMS,894.06,Inorganic,Sprinkler,No,973.58
Savannah Farmers Group,Nigeria,Barley,36.19,62,Yes,None,975.1,Inorganic,Sprinkler,No,696.76
Green Farmers Group,Ghana,Sorghum,57.32,3,Yes,None,232.87,Organic,Drip,No,803.95
Sunrise Farmers Union,Ghana,Sorghum,26.49,27,Yes,SMS,455.34,Organic,Drip,No,1071.75
Harvest Farmers Union,Nigeria,Sorghum,44.59,82,Yes,None,698.48,Organic,Sprinkler,Yes,518.95
Prairie Agri Society,South Africa,Wheat,28.8,0,No,Mobile Apps,374.94,Organic,None,No,836.18
Sunrise Growers Coalition,South Africa,Rice,13.17,35,No,None,340.33,None,Drip,Yes,678.73
Savannah Agricultural Association,Kenya,Rice,32.86,12,Yes,Mobile Apps,832.36,Inorganic,None,Yes,962.24
Valley Farmers Group,Kenya,Maize,85.35,4,No,None,982.34,Inorganic,Sprinkler,No,415.05
Valley Agricultural Association,Tanzania,Sorghum,38.73,96,No,SMS,796.42,Organic,Sprinkler,Yes,936.38
River Farmers Union,Kenya,Wheat,75.05,13,No,Mobile Apps,571.31,Inorganic,Sprinkler,Yes,482.32
Harvest Farmers Union,Ghana,Barley,18.34,79,Yes,None,498.26,Inorganic,Sprinkler,Yes,451.81
River Farmers Union,Nigeria,Wheat,43.02,31,Yes,None,585.68,Organic,Sprinkler,No,979.7
Green Growers Coalition,South Africa,Rice,12.37,49,Yes,SMS,516.56,Organic,Sprinkler,No,912.27
Harvest Cultivators Club,Tanzania,Sorghum,14.72,26,Yes,SMS,552.6,Organic,None,Yes,1115.95
Meadow Agricultural Association,Kenya,Maize,62.13,34,Yes,Mobile Apps,283.11,Organic,Drip,No,815.72
Sunrise Farmers Union,Tanzania,Wheat,61.14,2,Yes,Mobile Apps,913.37,None,Sprinkler,No,824.02
Harvest Farmers Union,Nigeria,Maize,22.12,3,No,Mobile Apps,779.08,Inorganic,Drip,No,965.61
Sunrise Agri Society,Nigeria,Rice,47.97,6,No,None,712.88,None,None,Yes,658.72
Savannah Farmers Union,Tanzania,Barley,86.47,76,No,None,954.93,Inorganic,Sprinkler,No,429.53
Mountain Farmers Group,Tanzania,Wheat,18.25,2,No,Mobile Apps,355.95,None,Sprinkler,No,584.04
Mountain Agri Society,Tanzania,Rice,2.9,80,No,None,173.04,Organic,Drip,Yes,590.41
Harvest Cultivators Club,South Africa,Sorghum,65.55,58,Yes,SMS,843.52,None,Drip,No,668.53
Savannah Farmers Union,Ghana,Wheat,6.3,73,Yes,None,998.58,Organic,Drip,Yes,1154.77
Harvest Cultivators Club,Kenya,Maize,98.01,0,No,Mobile Apps,620.59,Organic,Sprinkler,No,1043.87
Valley Growers Coalition,Kenya,Wheat,61.35,27,Yes,None,152.93,None,Drip,No,1148.76
River Growers Coalition,Kenya,Rice,47.57,58,Yes,SMS,802.42,Inorganic,Drip,No,1198.89
Golden Agri Society,Tanzania,Rice,43.57,52,Yes,Mobile Apps,166.37,None,None,No,747.02
Green Agri Society,Tanzania,Maize,57.73,9,Yes,Mobile Apps,586.01,Organic,Sprinkler,Yes,581.66
Mountain Growers Coalition,Tanzania,Rice,9.97,70,Yes,Mobile Apps,349.78,Organic,Sprinkler,No,848.0
Sunrise Agricultural Association,South Africa,Wheat,93.07,2,No,Mobile Apps,923.52,Inorganic,Sprinkler,Yes,1104.91
Harvest Agri Society,South Africa,Maize,62.94,6,No,None,506.2,Inorganic,Drip,Yes,772.59
Green Cultivators Club,South Africa,Rice,19.21,8,No,SMS,908.62,Inorganic,None,No,804.32
Golden Growers Coalition,South Africa,Rice,56.7,98,Yes,None,369.17,Organic,Drip,No,507.55
Mountain Cultivators Club,Nigeria,Wheat,14.19,89,Yes,None,448.63,None,Sprinkler,No,736.36
Sunrise Agricultural Association,South Africa,Rice,2.74,68,Yes,Mobile Apps,952.41,Inorganic,Drip,No,709.6
Prairie Farmers Union,South Africa,Wheat,63.42,12,Yes,SMS,281.18,Organic,Sprinkler,No,681.35
Harvest Farmers Union,South Africa,Sorghum,65.2,93,No,None,620.65,None,Drip,No,1109.84
Sunrise Agricultural Association,Kenya,Wheat,58.79,39,Yes,SMS,449.66,Inorganic,Drip,No,447.44
Prairie Growers Coalition,Kenya,Barley,19.16,61,No,SMS,796.75,None,Sprinkler,No,1177.72
Savannah Agri Society,Kenya,Rice,60.74,61,No,SMS,216.37,None,Drip,No,406.6
Valley Growers Coalition,Ghana,Sorghum,6.59,9,No,SMS,493.49,Organic,Sprinkler,Yes,1156.48
Mountain Agri Society,Nigeria,Maize,61.31,86,No,None,729.04,Organic,Drip,No,838.44
Golden Cultivators Club,Tanzania,Barley,55.85,10,Yes,SMS,466.31,Organic,Drip,No,961.96
Golden Agri Society,South Africa,Maize,65.87,75,Yes,None,152.68,None,Drip,Yes,549.71
Golden Farmers Union,Kenya,Barley,89.65,61,No,SMS,734.6,Inorganic,Sprinkler,No,923.37
Golden Cultivators Club,Nigeria,Sorghum,85.19,76,Yes,SMS,552.88,Inorganic,Drip,No,1105.57
Meadow Farmers Union,South Africa,Sorghum,98.08,55,Yes,None,110.18,Inorganic,Drip,Yes,511.58
Meadow Farmers Group,Ghana,Sorghum,97.65,48,Yes,Mobile Apps,651.39,Organic,None,No,501.67
Savannah Cultivators Club,Tanzania,Barley,77.46,15,No,None,927.89,Inorganic,None,Yes,643.18
Meadow Farmers Group,South Africa,Wheat,95.69,72,No,SMS,199.92,Inorganic,Sprinkler,No,529.38
Savannah Farmers Union,Tanzania,Maize,86.86,73,No,None,631.6,Organic,Sprinkler,No,488.52
Golden Farmers Group,South Africa,Wheat,73.03,92,No,SMS,755.8,Inorganic,Sprinkler,No,942.66
River Agricultural Association,Ghana,Wheat,8.46,8,No,None,163.7,Inorganic,Sprinkler,Yes,571.06
Harvest Farmers Union,Nigeria,Rice,5.86,32,No,None,120.35,Inorganic,Drip,Yes,933.61
Harvest Agri Society,Tanzania,Maize,83.92,87,No,None,517.78,None,Drip,Yes,1089.54
Mountain Farmers Union,Tanzania,Barley,49.48,34,Yes,Mobile Apps,812.07,None,Sprinkler,Yes,921.62
Sunrise Farmers Union,Nigeria,Rice,81.65,74,No,None,244.65,Organic,Sprinkler,No,495.49
Harvest Agri Society,Tanzania,Rice,31.98,38,Yes,None,852.97,Organic,None,Yes,858.86
Prairie Agricultural Association,Kenya,Sorghum,40.37,76,No,Mobile Apps,690.92,None,Sprinkler,No,714.9
Green Cultivators Club,Nigeria,Barley,70.32,86,Yes,Mobile Apps,398.96,Organic,None,No,674.7
Meadow Farmers Union,Ghana,Wheat,91.62,24,Yes,SMS,564.24,Organic,Sprinkler,No,654.83
Sunrise Agri Society,South Africa,Wheat,9.69,79,Yes,SMS,969.02,Inorganic,Sprinkler,No,1143.55
Green Agri Society,South Africa,Wheat,86.29,55,Yes,None,294.79,Organic,Drip,No,994.01
Mountain Growers Coalition,Nigeria,Sorghum,79.51,47,No,SMS,549.58,Organic,Sprinkler,Yes,507.08
Savannah Farmers Union,Kenya,Wheat,32.24,84,No,None,662.04,Inorganic,None,No,780.8
Harvest Agri Society,Ghana,Maize,36.17,9,No,Mobile Apps,224.21,Inorganic,Drip,No,654.58
Savannah Farmers Group,South Africa,Wheat,5.6,40,No,Mobile Apps,139.17,None,None,Yes,1182.35
Harvest Agricultural Association,South Africa,Wheat,2.56,82,No,None,112.11,Organic,Sprinkler,No,1182.42
Green Cultivators Club,Kenya,Maize,48.22,98,No,SMS,392.22,Inorganic,Drip,Yes,655.63
Sunrise Agricultural Association,Tanzania,Sorghum,10.46,58,No,SMS,166.55,Organic,None,No,681.69
Green Agri Society,Nigeria,Rice,20.21,27,No,SMS,823.39,Organic,Sprinkler,Yes,879.53
Green Cultivators Club,Kenya,Barley,84.83,40,No,None,997.59,None,None,No,783.45
Green Growers Coalition,Kenya,Sorghum,57.53,65,No,SMS,155.17,None,Sprinkler,No,570.48
Golden Agricultural Association,Kenya,Wheat,63.73,50,No,Mobile Apps,489.45,None,None,Yes,928.33
Prairie Agricultural Association,Kenya,Rice,19.56,61,Yes,Mobile Apps,123.16,None,Sprinkler,No,667.3
Valley Farmers Group,Tanzania,Barley,83.04,29,Yes,Mobile Apps,220.59,None,None,No,922.97
Prairie Cultivators Club,Ghana,Barley,86.93,39,Yes,Mobile Apps,390.63,Inorganic,Drip,Yes,706.95
Sunrise Farmers Group,Kenya,Barley,52.81,39,Yes,Mobile Apps,454.33,None,Sprinkler,Yes,960.17
Savannah Growers Coalition,Kenya,Maize,91.34,68,Yes,Mobile Apps,945.8,Inorganic,Sprinkler,No,934.24
River Growers Coalition,Nigeria,Maize,84.64,61,No,Mobile Apps,456.25,None,None,Yes,807.05
Golden Farmers Union,South Africa,Rice,73.4,14,No,Mobile Apps,546.65,Inorganic,Sprinkler,No,963.79
Savannah Farmers Group,Tanzania,Wheat,73.67,99,Yes,Mobile Apps,321.03,Organic,Drip,Yes,768.77
Savannah Cultivators Club,Kenya,Rice,11.43,2,No,None,100.11,None,None,Yes,492.91
Savannah Farmers Union,Ghana,Wheat,27.81,23,Yes,None,909.4,Inorganic,None,Yes,545.69
Golden Growers Coalition,Ghana,Sorghum,7.62,40,No,Mobile Apps,173.54,None,None,No,596.79
Mountain Cultivators Club,Ghana,Barley,1.86,62,No,Mobile Apps,967.82,Inorganic,Drip,No,450.58
Green Growers Coalition,Nigeria,Barley,16.67,47,Yes,Mobile Apps,217.76,Inorganic,Drip,No,969.1
Meadow Cultivators Club,Ghana,Maize,88.17,60,Yes,SMS,644.39,None,Sprinkler,Yes,693.91
Harvest Farmers Union,Nigeria,Sorghum,24.75,47,Yes,None,999.47,Inorganic,None,No,474.82
Green Agricultural Association,Tanzania,Sorghum,97.05,46,No,Mobile Apps,224.62,Organic,Drip,No,1055.97
Golden Growers Coalition,Ghana,Wheat,60.13,55,Yes,None,481.55,None,Sprinkler,Yes,946.92
Savannah Farmers Group,South Africa,Sorghum,24.49,75,No,Mobile Apps,802.38,Organic,Drip,Yes,761.78
